"index","order_number","date","warehouse","client_type","product_line","quantity","unit_price","total","payment","payment_fee"
"517","C178","2021-07-04T00:00:00.000","Central","Retail","Miscellaneous","5","21.19","105.97","Credit card","0.03"
"518","C179","2021-07-04T00:00:00.000","Central","Retail","Miscellaneous","5","20.09","100.43","Credit card","0.03"
"519","C180","2021-07-05T00:00:00.000","Central","Retail","Miscellaneous","1","24.63","24.63","Cash","0"
"520","C181","2021-07-05T00:00:00.000","Central","Retail","Suspension & traction","9","37.95","341.52","Credit card","0.03"
"521","C182","2021-07-05T00:00:00.000","Central","Retail","Braking system","4","12.22","48.89","Credit card","0.03"
"522","C183","2021-07-05T00:00:00.000","Central","Retail","Braking system","2","20.34","40.68","Credit card","0.03"
"523","C184","2021-07-06T00:00:00.000","Central","Retail","Braking system","2","19.89","39.78","Cash","0"
"524","C185","2021-07-06T00:00:00.000","Central","Retail","Frame & body","2","36.08","72.16","Credit card","0.03"
"525","C186","2021-07-06T00:00:00.000","Central","Retail","Miscellaneous","6","21.21","127.27","Credit card","0.03"
"526","C187","2021-07-06T00:00:00.000","Central","Wholesale","Braking system","36","15.47","556.92","Transfer","0.01"
"527","C188","2021-07-06T00:00:00.000","Central","Retail","Engine","9","59.71","537.36","Credit card","0.03"
"528","C189","2021-07-07T00:00:00.000","Central","Wholesale","Suspension & traction","24","33.41","801.8","Transfer","0.01"
"529","C190","2021-07-07T00:00:00.000","Central","Retail","Electrical system","8","21.42","171.33","Credit card","0.03"
"530","C191","2021-07-07T00:00:00.000","Central","Wholesale","Braking system","16","10.75","171.95","Transfer","0.01"
"531","C192","2021-07-07T00:00:00.000","Central","Retail","Miscellaneous","9","16.67","150.01","Credit card","0.03"
"532","C193","2021-07-07T00:00:00.000","Central","Retail","Braking system","4","24.5","97.99","Credit card","0.03"
"533","C194","2021-07-07T00:00:00.000","Central","Wholesale","Electrical system","40","20.98","839.33","Transfer","0.01"
"534","C195","2021-07-07T00:00:00.000","Central","Retail","Electrical system","10","20.49","204.92","Cash","0"
"535","C196","2021-07-07T00:00:00.000","Central","Retail","Suspension & traction","5","30.97","154.84","Credit card","0.03"
"536","C197","2021-07-07T00:00:00.000","Central","Retail","Braking system","4","24.9","99.61","Credit card","0.03"
"537","C198","2021-07-08T00:00:00.000","Central","Retail","Electrical system","6","24.34","146.02","Credit card","0.03"
"538","C199","2021-07-08T00:00:00.000","Central","Retail","Braking system","6","15.58","93.46","Credit card","0.03"
"539","C200","2021-07-08T00:00:00.000","Central","Retail","Miscellaneous","6","16.08","96.48","Credit card","0.03"
"540","C201","2021-07-08T00:00:00.000","Central","Retail","Electrical system","8","26.32","210.55","Credit card","0.03"
"541","C202","2021-07-08T00:00:00.000","Central","Retail","Braking system","5","18.95","94.76","Credit card","0.03"
"542","C203","2021-07-08T00:00:00.000","Central","Retail","Engine","10","59.82","598.25","Cash","0"
"543","C204","2021-07-08T00:00:00.000","Central","Wholesale","Electrical system","16","27.66","442.51","Transfer","0.01"
"544","C205","2021-07-08T00:00:00.000","Central","Retail","Frame & body","1","35.03","35.03","Credit card","0.03"
"545","C206","2021-07-08T00:00:00.000","Central","Retail","Braking system","2","22.69","45.38","Credit card","0.03"
"546","C207","2021-07-08T00:00:00.000","Central","Retail","Miscellaneous","10","22.39","223.93","Cash","0"
"547","C208","2021-07-08T00:00:00.000","Central","Retail","Suspension & traction","7","27.78","194.45","Credit card","0.03"
"548","C209","2021-07-08T00:00:00.000","Central","Retail","Suspension & traction","9","28.67","258.03","Credit card","0.03"
"549","C210","2021-07-08T00:00:00.000","Central","Retail","Braking system","8","18.4","147.21","Credit card","0.03"
"550","C211","2021-07-08T00:00:00.000","Central","Retail","Electrical system","10","29.9","298.98","Credit card","0.03"
"551","C212","2021-07-09T00:00:00.000","Central","Retail","Suspension & traction","6","27.73","166.37","Credit card","0.03"
"552","C213","2021-07-09T00:00:00.000","Central","Retail","Suspension & traction","4","30.29","121.17","Cash","0"
"553","C214","2021-07-09T00:00:00.000","Central","Retail","Electrical system","7","22.86","160.01","Credit card","0.03"
"554","C215","2021-07-09T00:00:00.000","Central","Retail","Frame & body","9","48.38","435.42","Credit card","0.03"
"555","C216","2021-07-09T00:00:00.000","Central","Retail","Braking system","1","13.92","13.92","Cash","0"
"556","C217","2021-07-09T00:00:00.000","Central","Retail","Suspension & traction","4","32.74","130.98","Cash","0"
"557","C218","2021-07-09T00:00:00.000","Central","Retail","Frame & body","6","44.85","269.12","Credit card","0.03"
"558","C219","2021-07-10T00:00:00.000","Central","Retail","Braking system","3","17.88","53.64","Credit card","0.03"
"559","C220","2021-07-10T00:00:00.000","Central","Retail","Braking system","1","11.93","11.93","Credit card","0.03"
"560","C221","2021-07-10T00:00:00.000","Central","Retail","Miscellaneous","3","16.85","50.54","Credit card","0.03"
"561","C222","2021-07-10T00:00:00.000","Central","Retail","Suspension & traction","6","27.66","165.95","Credit card","0.03"
"562","C223","2021-07-10T00:00:00.000","Central","Wholesale","Suspension & traction","24","35.98","863.64","Transfer","0.01"
"563","C224","2021-07-10T00:00:00.000","Central","Wholesale","Electrical system","12","30.23","362.8","Transfer","0.01"
"564","C225","2021-07-10T00:00:00.000","Central","Retail","Suspension & traction","4","32.66","130.65","Credit card","0.03"
"565","C226","2021-07-11T00:00:00.000","Central","Retail","Electrical system","6","19.82","118.93","Credit card","0.03"
"566","C227","2021-07-11T00:00:00.000","Central","Wholesale","Electrical system","12","24.68","296.18","Transfer","0.01"
"567","C228","2021-07-11T00:00:00.000","Central","Retail","Frame & body","4","39.14","156.56","Cash","0"
"568","C229","2021-07-11T00:00:00.000","Central","Retail","Electrical system","10","29.69","296.88","Credit card","0.03"
"569","C230","2021-07-11T00:00:00.000","Central","Wholesale","Suspension & traction","28","31.15","872.25","Transfer","0.01"
"570","C231","2021-07-12T00:00:00.000","Central","Retail","Engine","9","64.02","576.14","Credit card","0.03"
"571","C232","2021-07-12T00:00:00.000","Central","Retail","Suspension & traction","3","37.84","113.52","Cash","0"
"572","C233","2021-07-12T00:00:00.000","Central","Wholesale","Miscellaneous","40","26.2","1048","Transfer","0.01"
"573","C234","2021-07-13T00:00:00.000","Central","Retail","Braking system","8","24.14","193.16","Credit card","0.03"
"574","C235","2021-07-13T00:00:00.000","Central","Retail","Electrical system","1","23.25","23.25","Credit card","0.03"
"575","C236","2021-07-13T00:00:00.000","Central","Retail","Miscellaneous","10","27.85","278.5","Credit card","0.03"
"576","C237","2021-07-13T00:00:00.000","Central","Wholesale","Suspension & traction","40","35.06","1402.53","Transfer","0.01"
"577","C238","2021-07-14T00:00:00.000","Central","Retail","Frame & body","4","36.7","146.79","Credit card","0.03"
"578","C239","2021-07-14T00:00:00.000","Central","Retail","Braking system","7","12.08","84.6","Credit card","0.03"
"579","C240","2021-07-14T00:00:00.000","Central","Wholesale","Miscellaneous","8","15.81","126.49","Transfer","0.01"
"580","C241","2021-07-14T00:00:00.000","Central","Retail","Frame & body","6","35.62","213.69","Credit card","0.03"
"581","C242","2021-07-14T00:00:00.000","Central","Retail","Braking system","5","13.26","66.3","Credit card","0.03"
"582","C243","2021-07-15T00:00:00.000","Central","Wholesale","Frame & body","28","43.35","1213.71","Transfer","0.01"
"583","C244","2021-07-15T00:00:00.000","Central","Wholesale","Miscellaneous","40","17.94","717.73","Transfer","0.01"
"584","C245","2021-07-15T00:00:00.000","Central","Retail","Electrical system","4","29.29","117.16","Credit card","0.03"
"585","C246","2021-07-16T00:00:00.000","Central","Retail","Miscellaneous","9","26.23","236.1","Credit card","0.03"
"586","C247","2021-07-16T00:00:00.000","Central","Wholesale","Braking system","40","24.88","995.33","Transfer","0.01"
"587","C248","2021-07-16T00:00:00.000","Central","Retail","Suspension & traction","9","39.71","357.38","Credit card","0.03"
"588","C249","2021-07-16T00:00:00.000","Central","Wholesale","Frame & body","4","48.05","192.21","Transfer","0.01"
"589","C250","2021-07-16T00:00:00.000","Central","Retail","Engine","6","59.6","357.59","Credit card","0.03"
"590","C251","2021-07-16T00:00:00.000","Central","Wholesale","Electrical system","28","29.48","825.53","Transfer","0.01"
"591","C252","2021-07-16T00:00:00.000","Central","Retail","Braking system","7","20.47","143.31","Credit card","0.03"
"592","C253","2021-07-16T00:00:00.000","Central","Retail","Suspension & traction","5","27.96","139.81","Credit card","0.03"
"593","C254","2021-07-17T00:00:00.000","Central","Retail","Suspension & traction","5","27.01","135.04","Credit card","0.03"
"594","C255","2021-07-17T00:00:00.000","Central","Retail","Braking system","4","18.36","73.45","Credit card","0.03"
"595","C256","2021-07-17T00:00:00.000","Central","Retail","Frame & body","10","41.98","419.85","Credit card","0.03"
"596","C257","2021-07-17T00:00:00.000","Central","Retail","Braking system","1","23.56","23.56","Credit card","0.03"
"597","C258","2021-07-17T00:00:00.000","Central","Retail","Braking system","9","14.42","129.76","Credit card","0.03"
"598","C259","2021-07-18T00:00:00.000","Central","Retail","Suspension & traction","5","26.97","134.84","Credit card","0.03"
"599","C260","2021-07-18T00:00:00.000","Central","Retail","Electrical system","6","31.24","187.45","Credit card","0.03"
"600","C261","2021-07-18T00:00:00.000","Central","Retail","Frame & body","9","41.11","369.99","Credit card","0.03"
"601","C262","2021-07-18T00:00:00.000","Central","Retail","Electrical system","8","22.62","180.99","Credit card","0.03"
"602","C263","2021-07-19T00:00:00.000","Central","Retail","Electrical system","2","19.13","38.25","Credit card","0.03"
"603","C264","2021-07-19T00:00:00.000","Central","Wholesale","Electrical system","4","26.82","107.3","Transfer","0.01"
"604","C265","2021-07-19T00:00:00.000","Central","Wholesale","Electrical system","16","24.01","384.19","Transfer","0.01"
"605","C266","2021-07-20T00:00:00.000","Central","Retail","Frame & body","7","44.01","308.09","Credit card","0.03"
"606","C267","2021-07-20T00:00:00.000","Central","Retail","Suspension & traction","8","36.98","295.85","Cash","0"
"607","C268","2021-07-20T00:00:00.000","Central","Retail","Suspension & traction","9","37.94","341.44","Credit card","0.03"
"608","C269","2021-07-20T00:00:00.000","Central","Retail","Braking system","4","15.21","60.83","Credit card","0.03"
"609","C270","2021-07-21T00:00:00.000","Central","Retail","Engine","5","61.11","305.57","Credit card","0.03"
"610","C271","2021-07-21T00:00:00.000","Central","Retail","Miscellaneous","4","23.38","93.53","Cash","0"
"611","C272","2021-07-21T00:00:00.000","Central","Wholesale","Frame & body","40","38.66","1546.6","Transfer","0.01"
"612","C273","2021-07-21T00:00:00.000","Central","Retail","Miscellaneous","3","22.96","68.87","Credit card","0.03"
"613","C274","2021-07-21T00:00:00.000","Central","Retail","Miscellaneous","10","19.98","199.83","Credit card","0.03"
"614","C275","2021-07-21T00:00:00.000","Central","Wholesale","Braking system","12","17.47","209.68","Transfer","0.01"
"615","C276","2021-07-22T00:00:00.000","Central","Retail","Braking system","4","20.64","82.55","Credit card","0.03"
"616","C277","2021-07-22T00:00:00.000","Central","Retail","Engine","3","56.65","169.96","Credit card","0.03"
"617","C278","2021-07-23T00:00:00.000","Central","Retail","Braking system","5","14.96","74.79","Credit card","0.03"
"618","C279","2021-07-23T00:00:00.000","Central","Retail","Suspension & traction","3","36.49","109.48","Credit card","0.03"
"619","C280","2021-07-23T00:00:00.000","Central","Retail","Braking system","9","17.39","156.46","Credit card","0.03"
"620","C281","2021-07-23T00:00:00.000","Central","Retail","Braking system","1","16.24","16.24","Cash","0"
"621","C282","2021-07-23T00:00:00.000","Central","Retail","Miscellaneous","1","18.4","18.4","Credit card","0.03"
"622","C283","2021-07-23T00:00:00.000","Central","Retail","Braking system","10","11.25","112.48","Credit card","0.03"
"623","C284","2021-07-23T00:00:00.000","Central","Wholesale","Suspension & traction","8","27.12","216.97","Transfer","0.01"
"624","C285","2021-07-24T00:00:00.000","Central","Retail","Electrical system","8","19.16","153.28","Credit card","0.03"
"625","C286","2021-07-24T00:00:00.000","Central","Retail","Electrical system","4","19.66","78.65","Credit card","0.03"
"626","C287","2021-07-24T00:00:00.000","Central","Retail","Miscellaneous","3","29.8","89.4","Cash","0"
"627","C288","2021-07-24T00:00:00.000","Central","Retail","Electrical system","9","29.26","263.38","Credit card","0.03"
"628","C289","2021-07-25T00:00:00.000","Central","Retail","Frame & body","6","42.99","257.95","Credit card","0.03"
"629","C290","2021-07-25T00:00:00.000","Central","Retail","Braking system","2","22.3","44.59","Credit card","0.03"
"630","C291","2021-07-25T00:00:00.000","Central","Retail","Electrical system","10","20.79","207.9","Credit card","0.03"
"631","C292","2021-07-25T00:00:00.000","Central","Retail","Miscellaneous","8","17.74","141.91","Cash","0"
"632","C293","2021-07-25T00:00:00.000","Central","Retail","Suspension & traction","10","37.26","372.6","Credit card","0.03"
"633","C294","2021-07-25T00:00:00.000","Central","Retail","Suspension & traction","6","34.29","205.73","Credit card","0.03"
"634","C295","2021-07-26T00:00:00.000","Central","Retail","Braking system","5","24.02","120.11","Credit card","0.03"
"635","C296","2021-07-26T00:00:00.000","Central","Retail","Miscellaneous","4","23.81","95.23","Credit card","0.03"
"636","C297","2021-07-26T00:00:00.000","Central","Retail","Suspension & traction","1","31.62","31.62","Credit card","0.03"
"637","C298","2021-07-26T00:00:00.000","Central","Retail","Suspension & traction","5","38.67","193.37","Credit card","0.03"
"638","C299","2021-07-26T00:00:00.000","Central","Retail","Suspension & traction","10","33.8","337.98","Credit card","0.03"
"639","C300","2021-07-26T00:00:00.000","Central","Retail","Frame & body","1","48.08","48.08","Cash","0"
"640","C301","2021-07-26T00:00:00.000","Central","Wholesale","Engine","32","57.1","1827.04","Transfer","0.01"
"641","C302","2021-07-26T00:00:00.000","Central","Retail","Miscellaneous","1","21.44","21.44","Cash","0"
"642","C303","2021-07-26T00:00:00.000","Central","Retail","Electrical system","4","27.1","108.38","Credit card","0.03"
"643","C304","2021-07-27T00:00:00.000","Central","Retail","Frame & body","1","42.41","42.41","Credit card","0.03"
"644","C305","2021-07-27T00:00:00.000","Central","Retail","Engine","6","66.62","399.71","Credit card","0.03"
"645","C306","2021-07-27T00:00:00.000","Central","Wholesale","Suspension & traction","24","40.12","962.8","Transfer","0.01"
"646","C307","2021-07-27T00:00:00.000","Central","Retail","Braking system","2","24.98","49.96","Credit card","0.03"
"647","C308","2021-07-27T00:00:00.000","Central","Retail","Frame & body","4","49.26","197.03","Credit card","0.03"
"648","C309","2021-07-27T00:00:00.000","Central","Wholesale","Miscellaneous","24","17.77","426.4","Transfer","0.01"
"649","C310","2021-07-28T00:00:00.000","Central","Retail","Frame & body","5","44.54","222.72","Credit card","0.03"
"650","C311","2021-07-28T00:00:00.000","Central","Retail","Engine","10","52.25","522.5","Credit card","0.03"
"651","C312","2021-07-28T00:00:00.000","Central","Retail","Electrical system","6","29.5","176.99","Credit card","0.03"
"652","C313","2021-07-28T00:00:00.000","Central","Retail","Braking system","10","11.63","116.28","Credit card","0.03"
"653","C314","2021-07-28T00:00:00.000","Central","Retail","Braking system","3","17.07","51.21","Credit card","0.03"
"654","C315","2021-07-28T00:00:00.000","Central","Wholesale","Electrical system","36","26.12","940.14","Transfer","0.01"
"655","C316","2021-07-29T00:00:00.000","Central","Retail","Braking system","10","15.18","151.82","Credit card","0.03"
"656","C317","2021-07-29T00:00:00.000","Central","Retail","Suspension & traction","8","39.33","314.64","Credit card","0.03"
"657","C318","2021-07-29T00:00:00.000","Central","Retail","Electrical system","1","26.72","26.72","Cash","0"
"658","C319","2021-07-30T00:00:00.000","Central","Retail","Electrical system","3","19.14","57.41","Credit card","0.03"
"659","C320","2021-07-30T00:00:00.000","Central","Retail","Electrical system","2","28.25","56.5","Credit card","0.03"
"660","C321","2021-07-30T00:00:00.000","Central","Retail","Suspension & traction","3","29.58","88.75","Credit card","0.03"
"661","C322","2021-07-30T00:00:00.000","Central","Wholesale","Braking system","28","21.88","612.78","Transfer","0.01"
"662","C323","2021-07-30T00:00:00.000","Central","Retail","Miscellaneous","1","22.29","22.29","Cash","0"
"663","C324","2021-07-30T00:00:00.000","Central","Retail","Braking system","9","21.42","192.82","Credit card","0.03"
"664","C325","2021-07-31T00:00:00.000","Central","Retail","Suspension & traction","5","27.2","136.02","Cash","0"
"665","C326","2021-07-31T00:00:00.000","Central","Retail","Suspension & traction","10","41.23","412.3","Credit card","0.03"
"666","C327","2021-07-31T00:00:00.000","Central","Wholesale","Suspension & traction","36","29.5","1062","Transfer","0.01"
"667","C328","2021-07-31T00:00:00.000","Central","Retail","Suspension & traction","9","39.73","357.58","Credit card","0.03"
"668","C329","2021-07-31T00:00:00.000","Central","Retail","Engine","3","62.23","186.7","Credit card","0.03"
"669","C330","2021-07-31T00:00:00.000","Central","Retail","Frame & body","10","42.42","424.25","Cash","0"
"670","C331","2021-07-31T00:00:00.000","Central","Retail","Frame & body","2","37.55","75.1","Credit card","0.03"
"671","C332","2021-07-31T00:00:00.000","Central","Retail","Suspension & traction","9","41.62","374.6","Credit card","0.03"
"672","C333","2021-07-31T00:00:00.000","Central","Retail","Suspension & traction","2","31.38","62.76","Credit card","0.03"
"673","C334","2021-07-31T00:00:00.000","Central","Wholesale","Electrical system","12","21.04","252.52","Transfer","0.01"
"674","C335","2021-07-31T00:00:00.000","Central","Wholesale","Braking system","20","23.75","474.97","Transfer","0.01"
"675","C336","2021-07-31T00:00:00.000","Central","Retail","Electrical system","7","30.93","216.53","Credit card","0.03"
"676","C337","2021-08-01T00:00:00.000","Central","Wholesale","Electrical system","40","30.33","1213.13","Transfer","0.01"
"677","C338","2021-08-01T00:00:00.000","Central","Retail","Suspension & traction","8","30.02","240.16","Cash","0"
"678","C339","2021-08-01T00:00:00.000","Central","Wholesale","Braking system","40","20.51","820.33","Transfer","0.01"
"679","C340","2021-08-01T00:00:00.000","Central","Retail","Suspension & traction","8","40.75","325.99","Credit card","0.03"
"680","C341","2021-08-02T00:00:00.000","Central","Retail","Miscellaneous","8","29.78","238.27","Credit card","0.03"
"681","C342","2021-08-02T00:00:00.000","Central","Retail","Suspension & traction","9","28.21","253.86","Credit card","0.03"
"682","C343","2021-08-02T00:00:00.000","Central","Retail","Suspension & traction","1","30.04","30.04","Credit card","0.03"
"683","C344","2021-08-03T00:00:00.000","Central","Wholesale","Miscellaneous","40","26.38","1055.4","Transfer","0.01"
"684","C345","2021-08-03T00:00:00.000","Central","Retail","Electrical system","8","20.89","167.09","Credit card","0.03"
"685","C346","2021-08-03T00:00:00.000","Central","Retail","Suspension & traction","8","40.91","327.28","Credit card","0.03"
"686","C347","2021-08-03T00:00:00.000","Central","Wholesale","Miscellaneous","12","21.42","257.04","Transfer","0.01"
"687","C348","2021-08-03T00:00:00.000","Central","Wholesale","Miscellaneous","12","16.35","196.16","Transfer","0.01"
"688","C349","2021-08-03T00:00:00.000","Central","Retail","Braking system","5","15.7","78.52","Credit card","0.03"
"689","C350","2021-08-03T00:00:00.000","Central","Wholesale","Engine","28","59.33","1661.19","Transfer","0.01"
"690","C351","2021-08-03T00:00:00.000","Central","Retail","Braking system","5","11.99","59.95","Credit card","0.03"
"691","C352","2021-08-03T00:00:00.000","Central","Retail","Electrical system","3","31.33","93.99","Credit card","0.03"
"692","C353","2021-08-03T00:00:00.000","Central","Retail","Suspension & traction","6","38.78","232.7","Credit card","0.03"
"693","C354","2021-08-03T00:00:00.000","Central","Wholesale","Engine","28","60.88","1704.78","Transfer","0.01"
"694","C355","2021-08-03T00:00:00.000","Central","Retail","Frame & body","10","44.96","449.57","Credit card","0.03"
"695","C356","2021-08-03T00:00:00.000","Central","Wholesale","Electrical system","24","23.51","564.24","Transfer","0.01"
"696","C357","2021-08-04T00:00:00.000","Central","Retail","Frame & body","5","44.57","222.86","Credit card","0.03"
"697","C358","2021-08-04T00:00:00.000","Central","Retail","Miscellaneous","7","23.68","165.76","Credit card","0.03"
"698","C359","2021-08-04T00:00:00.000","Central","Retail","Suspension & traction","5","29.73","148.65","Credit card","0.03"
"699","C360","2021-08-04T00:00:00.000","Central","Wholesale","Frame & body","36","39.55","1423.92","Transfer","0.01"
"700","C361","2021-08-04T00:00:00.000","Central","Wholesale","Braking system","8","16.65","133.23","Transfer","0.01"
"701","C362","2021-08-04T00:00:00.000","Central","Retail","Suspension & traction","8","36.98","295.81","Credit card","0.03"
"702","C363","2021-08-05T00:00:00.000","Central","Retail","Suspension & traction","2","27.69","55.39","Cash","0"
"703","C364","2021-08-05T00:00:00.000","Central","Retail","Suspension & traction","4","39.01","156.05","Credit card","0.03"
"704","C365","2021-08-05T00:00:00.000","Central","Retail","Suspension & traction","5","33.38","166.9","Credit card","0.03"
"705","C366","2021-08-05T00:00:00.000","Central","Retail","Suspension & traction","6","28.7","172.21","Credit card","0.03"
"706","C367","2021-08-05T00:00:00.000","Central","Retail","Braking system","2","24.97","49.93","Credit card","0.03"
"707","C368","2021-08-05T00:00:00.000","Central","Retail","Braking system","4","11.08","44.3","Credit card","0.03"
"708","C369","2021-08-06T00:00:00.000","Central","Retail","Electrical system","6","30.22","181.3","Credit card","0.03"
"709","C370","2021-08-06T00:00:00.000","Central","Retail","Braking system","2","15.55","31.09","Credit card","0.03"
"710","C371","2021-08-06T00:00:00.000","Central","Retail","Miscellaneous","5","16.27","81.36","Credit card","0.03"
"711","C372","2021-08-06T00:00:00.000","Central","Retail","Miscellaneous","4","16.17","64.69","Credit card","0.03"
"712","C373","2021-08-06T00:00:00.000","Central","Retail","Braking system","10","14.59","145.92","Credit card","0.03"
"713","C374","2021-08-07T00:00:00.000","Central","Retail","Frame & body","9","49.99","449.94","Credit card","0.03"
"714","C375","2021-08-07T00:00:00.000","Central","Retail","Electrical system","4","32.33","129.31","Credit card","0.03"
"715","C376","2021-08-07T00:00:00.000","Central","Wholesale","Braking system","32","17.74","567.84","Transfer","0.01"
"716","C377","2021-08-07T00:00:00.000","Central","Retail","Braking system","7","24.26","169.8","Credit card","0.03"
"717","C378","2021-08-07T00:00:00.000","Central","Wholesale","Suspension & traction","28","33.7","943.51","Transfer","0.01"
"718","C379","2021-08-07T00:00:00.000","Central","Retail","Suspension & traction","4","29.25","117.01","Credit card","0.03"
"719","C380","2021-08-07T00:00:00.000","Central","Retail","Braking system","1","11.05","11.05","Credit card","0.03"
"720","C381","2021-08-08T00:00:00.000","Central","Wholesale","Engine","40","63.66","2546.33","Transfer","0.01"
"721","C382","2021-08-08T00:00:00.000","Central","Retail","Braking system","3","17.89","53.67","Credit card","0.03"
"722","C383","2021-08-08T00:00:00.000","Central","Retail","Miscellaneous","7","16.37","114.59","Credit card","0.03"
"723","C384","2021-08-08T00:00:00.000","Central","Wholesale","Suspension & traction","36","30.96","1114.74","Transfer","0.01"
"724","C385","2021-08-08T00:00:00.000","Central","Retail","Suspension & traction","1","29.24","29.24","Credit card","0.03"
"725","C386","2021-08-09T00:00:00.000","Central","Retail","Miscellaneous","6","21.13","126.77","Cash","0"
"726","C387","2021-08-09T00:00:00.000","Central","Retail","Frame & body","7","39.09","273.65","Credit card","0.03"
"727","C388","2021-08-09T00:00:00.000","Central","Retail","Electrical system","5","22.42","112.08","Credit card","0.03"
"728","C389","2021-08-09T00:00:00.000","Central","Retail","Suspension & traction","2","31.72","63.43","Credit card","0.03"
"729","C390","2021-08-09T00:00:00.000","Central","Wholesale","Frame & body","28","38.27","1071.51","Transfer","0.01"
"730","C391","2021-08-10T00:00:00.000","Central","Retail","Suspension & traction","7","31.79","222.52","Credit card","0.03"
"731","C392","2021-08-10T00:00:00.000","Central","Wholesale","Engine","36","60.73","2186.16","Transfer","0.01"
"732","C393","2021-08-10T00:00:00.000","Central","Wholesale","Electrical system","12","18.43","221.18","Transfer","0.01"
"733","C394","2021-08-10T00:00:00.000","Central","Wholesale","Engine","4","56.5","226.01","Transfer","0.01"
"734","C395","2021-08-10T00:00:00.000","Central","Retail","Electrical system","4","23.58","94.33","Credit card","0.03"
"735","C396","2021-08-10T00:00:00.000","Central","Retail","Suspension & traction","4","32.7","130.81","Credit card","0.03"
"736","C397","2021-08-10T00:00:00.000","Central","Retail","Frame & body","4","49.62","198.49","Credit card","0.03"
"737","C398","2021-08-11T00:00:00.000","Central","Wholesale","Braking system","16","14.72","235.47","Transfer","0.01"
"738","C399","2021-08-11T00:00:00.000","Central","Retail","Frame & body","2","45.48","90.96","Credit card","0.03"
"739","C400","2021-08-11T00:00:00.000","Central","Retail","Suspension & traction","8","35.65","285.21","Cash","0"
"740","C401","2021-08-11T00:00:00.000","Central","Retail","Braking system","2","14.12","28.23","Credit card","0.03"
"741","C402","2021-08-11T00:00:00.000","Central","Retail","Engine","10","53.02","530.18","Credit card","0.03"
"742","C403","2021-08-12T00:00:00.000","Central","Retail","Frame & body","1","40.48","40.48","Cash","0"
"743","C404","2021-08-12T00:00:00.000","Central","Retail","Suspension & traction","4","30.91","123.65","Credit card","0.03"
"744","C405","2021-08-12T00:00:00.000","Central","Wholesale","Braking system","28","17.45","488.74","Transfer","0.01"
"745","C406","2021-08-12T00:00:00.000","Central","Retail","Suspension & traction","6","36.68","220.11","Credit card","0.03"
"746","C407","2021-08-12T00:00:00.000","Central","Wholesale","Frame & body","24","39.2","940.88","Transfer","0.01"
"747","C408","2021-08-12T00:00:00.000","Central","Retail","Electrical system","9","25.22","226.98","Credit card","0.03"
"748","C409","2021-08-12T00:00:00.000","Central","Retail","Braking system","10","18.27","182.68","Credit card","0.03"
"749","C410","2021-08-12T00:00:00.000","Central","Retail","Miscellaneous","8","22.2","177.61","Credit card","0.03"
"750","C411","2021-08-12T00:00:00.000","Central","Retail","Braking system","4","12.05","48.21","Credit card","0.03"
"751","C412","2021-08-12T00:00:00.000","Central","Retail","Suspension & traction","9","28.6","257.37","Credit card","0.03"
"752","C413","2021-08-12T00:00:00.000","Central","Retail","Engine","10","63.76","637.63","Credit card","0.03"
"753","C414","2021-08-13T00:00:00.000","Central","Wholesale","Frame & body","32","48.42","1549.49","Transfer","0.01"
"754","C415","2021-08-13T00:00:00.000","Central","Retail","Electrical system","4","26.25","104.99","Credit card","0.03"
"755","C416","2021-08-13T00:00:00.000","Central","Retail","Electrical system","1","32.13","32.13","Cash","0"
"756","C417","2021-08-13T00:00:00.000","Central","Retail","Suspension & traction","8","35.88","287.01","Credit card","0.03"
"757","C418","2021-08-13T00:00:00.000","Central","Wholesale","Frame & body","12","49.47","593.6","Transfer","0.01"
"758","C419","2021-08-13T00:00:00.000","Central","Retail","Braking system","2","12.86","25.73","Credit card","0.03"
"759","C420","2021-08-13T00:00:00.000","Central","Retail","Suspension & traction","9","27.26","245.38","Credit card","0.03"
"760","C421","2021-08-13T00:00:00.000","Central","Retail","Engine","8","51.79","414.33","Credit card","0.03"
"761","C422","2021-08-13T00:00:00.000","Central","Retail","Suspension & traction","2","30.53","61.07","Credit card","0.03"
"762","C423","2021-08-14T00:00:00.000","Central","Retail","Frame & body","10","39.06","390.62","Credit card","0.03"
"763","C424","2021-08-14T00:00:00.000","Central","Retail","Miscellaneous","9","27.97","251.7","Credit card","0.03"
"764","C425","2021-08-14T00:00:00.000","Central","Retail","Frame & body","1","45.83","45.83","Credit card","0.03"
"765","C426","2021-08-14T00:00:00.000","Central","Retail","Suspension & traction","4","40.94","163.76","Credit card","0.03"
"766","C427","2021-08-15T00:00:00.000","Central","Retail","Frame & body","6","42.42","254.51","Credit card","0.03"
"767","C428","2021-08-15T00:00:00.000","Central","Wholesale","Braking system","40","14.2","567.93","Transfer","0.01"
"768","C429","2021-08-15T00:00:00.000","Central","Retail","Suspension & traction","9","26.88","241.92","Credit card","0.03"
"769","C430","2021-08-16T00:00:00.000","Central","Retail","Suspension & traction","3","32.35","97.06","Credit card","0.03"
"770","C431","2021-08-16T00:00:00.000","Central","Wholesale","Braking system","4","16.91","67.65","Transfer","0.01"
"771","C432","2021-08-16T00:00:00.000","Central","Retail","Suspension & traction","3","41.62","124.85","Credit card","0.03"
